FIPS,State,County,Education_Percent
18089,IN,Lake County,24.89602825
18091,IN,LaPorte County,21.70821651
18093,IN,Lawrence County,20.46902323
18095,IN,Madison County,20.05047154
18097,IN,Marion County,34.06121356
18099,IN,Marshall County,20.44948892
18101,IN,Martin County,13.15444072
18103,IN,Miami County,16.11274549
18105,IN,Monroe County,49.12037928
18107,IN,Montgomery County,19.53810624
18109,IN,Morgan County,20.56141323
18111,IN,Newton County,13.66827116
18113,IN,Noble County,17.77791684
18115,IN,Ohio County,18.95454545
18117,IN,Orange County,15.1940125
18119,IN,Owen County,16.99488491
18121,IN,Parke County,14.21267008
18123,IN,Perry County,16.48152182
18125,IN,Pike County,15.72378397
18127,IN,Porter County,30.08082474
18129,IN,Posey County,25.27619685
18131,IN,Pulaski County,13.65355956
18133,IN,Putnam County,19.88246431
18135,IN,Randolph County,14.4065308
18137,IN,Ripley County,19.35776579
18139,IN,Rush County,16.76006113
18141,IN,St. Joseph County,32.62437238
18143,IN,Scott County,12.3655598
18145,IN,Shelby County,19.41808982
18147,IN,Spencer County,21.24443817
18149,IN,Starke County,12.55751181
18151,IN,Steuben County,24.67494214
18153,IN,Sullivan County,14.28948933
18155,IN,Switzerland County,9.995609542
18157,IN,Tippecanoe County,40.06417296
18159,IN,Tipton County,24.88216099
18161,IN,Union County,20.58063233
18163,IN,Vanderburgh County,27.08232132
18165,IN,Vermillion County,17.19369411
18167,IN,Vigo County,25.87146845
18169,IN,Wabash County,21.60125734
18171,IN,Warren County,17.23509934
18173,IN,Warrick County,35.50224486
18175,IN,Washington County,13.82031051
18177,IN,Wayne County,20.21584163
18179,IN,Wells County,18.86010906
18181,IN,White County,18.31723976
18183,IN,Whitley County,22.77571148
19000,IA,Iowa,30.86318183
19001,IA,Adair County,20.01141335
19003,IA,Adams County,24.46287222
19005,IA,Allamakee County,19.85522234
19007,IA,Appanoose County,19.34053439
19009,IA,Audubon County,20.62391681
19011,IA,Benton County,24.93036212
19013,IA,Black Hawk County,30.13706873
19015,IA,Boone County,28.73521097
19017,IA,Bremer County,35.22562741
19019,IA,Buchanan County,22.31994809
19021,IA,Buena Vista County,22.07007344
19023,IA,Butler County,20.44062438
19025,IA,Calhoun County,21.4953271
19027,IA,Carroll County,23.39668304
19029,IA,Cass County,21.56671013
19031,IA,Cedar County,21.47985791
19033,IA,Cerro Gordo County,24.26477788
19035,IA,Cherokee County,21.63103531
19037,IA,Chickasaw County,19.08602151
19039,IA,Clarke County,16.01745092
19041,IA,Clay County,26.03846492
19043,IA,Clayton County,15.74165029
19045,IA,Clinton County,22.0994818
19047,IA,Crawford County,18.26479721
19049,IA,Dallas County,51.62640761
19051,IA,Davis County,17.62438683
19053,IA,Decatur County,24.26085133
19055,IA,Delaware County,19.73889482
19057,IA,Des Moines County,23.836023
19059,IA,Dickinson County,32.31011708
19061,IA,Dubuque County,32.86459038
19063,IA,Emmet County,15.65296527
19065,IA,Fayette County,18.18919118
19067,IA,Floyd County,18.49801642
19069,IA,Franklin County,18.23253083
19071,IA,Fremont County,21.1477152
19073,IA,Greene County,19.80102696
19075,IA,Grundy County,24.69437653
19077,IA,Guthrie County,24.26767348
19079,IA,Hamilton County,21.96940727
19081,IA,Hancock County,21.37841352
19083,IA,Hardin County,21.1922699
19085,IA,Harrison County,21.22905028
19087,IA,Henry County,22.5307303
19089,IA,Howard County,18.71262197
19091,IA,Humboldt County,19.26605505
19093,IA,Ida County,20.69550466
19095,IA,Iowa County,24.24816889
19097,IA,Jackson County,18.35727761
19099,IA,Jasper County,19.91364746
19101,IA,Jefferson County,41.63053643
19103,IA,Johnson County,54.56850317
19105,IA,Jones County,20.74793718
19107,IA,Keokuk County,15.88530466
19109,IA,Kossuth County,22.15586167
19111,IA,Lee County,21.03933294
19113,IA,Linn County,34.83299598
19115,IA,Louisa County,16.46008263
19117,IA,Lucas County,14.47778324
19119,IA,Lyon County,20.76813656
19121,IA,Madison County,25.49500613
19123,IA,Mahaska County,22.99958966
19125,IA,Marion County,33.06632059
19127,IA,Marshall County,21.44715508
19129,IA,Mills County,32.04776821
19131,IA,Mitchell County,22.71219242
19133,IA,Monona County,18.74491953
19135,IA,Monroe County,19.98464197
19137,IA,Montgomery County,18.72493431
19139,IA,Muscatine County,22.71420157
19141,IA,O'Brien County,22.4606136
19143,IA,Osceola County,15.35423926
19145,IA,Page County,18.80969225
19147,IA,Palo Alto County,20.52969238
19149,IA,Plymouth County,23.87991291
19151,IA,Pocahontas County,18.65136298
19153,IA,Polk County,39.54552309
19155,IA,Pottawattamie County,23.54001442
19157,IA,Poweshiek County,28.16219322
19159,IA,Ringgold County,25.23191095
19161,IA,Sac County,21.18582791
19163,IA,Scott County,36.22728802
19165,IA,Shelby County,23.32202568
19167,IA,Sioux County,30.38751699
19169,IA,Story County,53.33752189
19171,IA,Tama County,19.40005128
19173,IA,Taylor County,15.48747873
19175,IA,Union County,24.10231185
19177,IA,Van Buren County,19.36821323
19179,IA,Wapello County,19.42616807
19181,IA,Warren County,32.68418979
19183,IA,Washington County,24.89867957
19185,IA,Wayne County,16.04118993
19187,IA,Webster County,20.51137508
19189,IA,Winnebago County,25.11421847
19191,IA,Winneshiek County,31.52360355
19193,IA,Woodbury County,23.39811002
19195,IA,Worth County,20.06713913
19197,IA,Wright County,23.50750611
20000,KS,Kansas,35.1557679
20001,KS,Allen County,21.27236581
20003,KS,Anderson County,15.80868229
20005,KS,Atchison County,22.92001608
20007,KS,Barber County,27.12464589
20009,KS,Barton County,21.67229533
20011,KS,Bourbon County,24.31114879
20013,KS,Brown County,18.3011583
20015,KS,Butler County,32.57053988
20017,KS,Chase County,29.27350427
20019,KS,Chautauqua County,18.34786218
20021,KS,Cherokee County,20.11976048
20023,KS,Cheyenne County,21.61290323
20025,KS,Clark County,30.9575234
20027,KS,Clay County,23.35497456
20029,KS,Cloud County,22.40161453
20031,KS,Coffey County,21.2187711
20033,KS,Comanche County,19.19111816
20035,KS,Cowley County,24.25668543
20037,KS,Crawford County,31.97421228
20039,KS,Decatur County,27.80847145
20041,KS,Dickinson County,21.93083353
20043,KS,Doniphan County,21.49607883
20045,KS,Douglas County,52.03068273
20047,KS,Edwards County,20.69311904
20049,KS,Elk County,20.58003346
20051,KS,Ellis County,39.54658493
20053,KS,Ellsworth County,22.05762987
20055,KS,Finney County,19.73520526
20057,KS,Ford County,20.71382413
20059,KS,Franklin County,25.29615145
20061,KS,Geary County,24.37841425
20063,KS,Gove County,20.95238095
20065,KS,Graham County,27.38707833
20067,KS,Grant County,25.57550645
20069,KS,Gray County,24.93723849
20071,KS,Greeley County,33.4939759
20073,KS,Greenwood County,18.98617512
20075,KS,Hamilton County,20.8168643
20077,KS,Harper County,21.66938554
20079,KS,Harvey County,31.48954895
20081,KS,Haskell County,22.21746575
20083,KS,Hodgeman County,28.3982684
20085,KS,Jackson County,21.02512786
20087,KS,Jefferson County,24.56382002
20089,KS,Jewell County,18.82086168
20091,KS,Johnson County,56.87513859
20093,KS,Kearny County,14.64315012
20095,KS,Kingman County,23.82720876
20097,KS,Kiowa County,27.59036145
20099,KS,Labette County,21.07038123
20101,KS,Lane County,24.62546816
20103,KS,Leavenworth County,36.61451737
20105,KS,Lincoln County,21.53406384
20107,KS,Linn County,22.48589206
20109,KS,Logan County,26.6562337
20111,KS,Lyon County,27.71437384
20113,KS,McPherson County,33.08540908
20115,KS,Marion County,28.76729403
20117,KS,Marshall County,18.87909866
20119,KS,Meade County,22.75049116
20121,KS,Miami County,32.14693808
20123,KS,Mitchell County,25.43191057
20125,KS,Montgomery County,21.30756383
20127,KS,Morris County,27.31597396
20129,KS,Morton County,16.58589122
20131,KS,Nemaha County,30.12975256
20133,KS,Neosho County,21.8061674
20135,KS,Ness County,23.00981461
20137,KS,Norton County,19.42828232
20139,KS,Osage County,20.99763765
20141,KS,Osborne County,23.04313099
20143,KS,Ottawa County,24.27232363
20145,KS,Pawnee County,18.7756779
20147,KS,Phillips County,22.32639906
20149,KS,Pottawatomie County,36.54196526
20151,KS,Pratt County,26.55928718
20153,KS,Rawlins County,17.29405346
20155,KS,Reno County,20.54897892
20157,KS,Republic County,25.37268026
20159,KS,Rice County,24.26929392
20161,KS,Riley County,47.97643088
20163,KS,Rooks County,24.02015677
20165,KS,Rush County,21.51600753
20167,KS,Russell County,18.07580175
20169,KS,Saline County,29.08643998
20171,KS,Scott County,33.3915575
20173,KS,Sedgwick County,31.58549374
20175,KS,Seward County,12.66213224
20177,KS,Shawnee County,32.33406297
20179,KS,Sheridan County,24.25531915
20181,KS,Sherman County,25.13804891
20183,KS,Smith County,24.55876831
20185,KS,Stafford County,26.33490737
20187,KS,Stanton County,23.69631902
20189,KS,Stevens County,16.231973
20191,KS,Sumner County,26.71634901
20193,KS,Thomas County,30.2471637
20195,KS,Trego County,28.74589009
20197,KS,Wabaunsee County,26.64576803
20199,KS,Wallace County,22.67326733
20201,KS,Washington County,23.30452998
20203,KS,Wichita County,18.83959044
20205,KS,Wilson County,21.25546954
20207,KS,Woodson County,22.60390161
20209,KS,Wyandotte County,20.47053277
21000,KY,Kentucky,26.99199553
21001,KY,Adair County,18.75683273
21003,KY,Allen County,17.38002594
21005,KY,Anderson County,25.71634097
21007,KY,Ballard County,18.65021771
21009,KY,Barren County,17.81039399
21011,KY,Bath County,14.39971834
21013,KY,Bell County,13.94310878
21015,KY,Boone County,35.37601391
21017,KY,Bourbon County,25.45912856
21019,KY,Boyd County,19.37514572
21021,KY,Boyle County,27.37101211
21023,KY,Bracken County,16.99828473
21025,KY,Breathitt County,16.52263374
21027,KY,Breckinridge County,14.91461366
21029,KY,Bullitt County,18.9064292
21031,KY,Butler County,9.518322194
21033,KY,Caldwell County,18.06927882
21035,KY,Calloway County,32.32249786
21037,KY,Campbell County,39.45498174
21039,KY,Carlisle County,14.6179402
21041,KY,Carroll County,8.863763261
21043,KY,Carter County,15.43091655
21045,KY,Casey County,11.80467476
21047,KY,Christian County,19.97449348
21049,KY,Clark County,22.2380421
21051,KY,Clay County,16.57606826
21053,KY,Clinton County,16.50957738
21055,KY,Crittenden County,12.56114881
21057,KY,Cumberland County,17.45152355
21059,KY,Daviess County,25.24151455
21061,KY,Edmonson County,10.30848611
21063,KY,Elliott County,6.224362404
21065,KY,Estill County,9.857213195
21067,KY,Fayette County,47.31032442
21069,KY,Fleming County,16.36907634
21071,KY,Floyd County,15.08656884
21073,KY,Franklin County,31.8318484
21075,KY,Fulton County,17.26730046
21077,KY,Gallatin County,13.1934033
21079,KY,Garrard County,19.07233214
21081,KY,Grant County,15.1131333
21083,KY,Graves County,17.43078716
21085,KY,Grayson County,14.63001421
21087,KY,Green County,16.60768761
21089,KY,Greenup County,18.32294484
21091,KY,Hancock County,16.796875
21093,KY,Hardin County,24.42470025
21095,KY,Harlan County,12.70135969
21097,KY,Harrison County,20.13065937
21099,KY,Hart County,10.71347335
21101,KY,Henderson County,19.03184304
21103,KY,Henry County,14.81276517
21105,KY,Hickman County,14.35552841
21107,KY,Hopkins County,16.62738854
21109,KY,Jackson County,10.33568905
21111,KY,Jefferson County,36.57785935
21113,KY,Jessamine County,32.4103784
21115,KY,Johnson County,16.59499115
21117,KY,Kenton County,37.60024092
21119,KY,Knott County,17.84913354
21121,KY,Knox County,13.54538782
21123,KY,Larue County,15.62351148
21125,KY,Laurel County,16.52183908
21127,KY,Lawrence County,14.19182948
21129,KY,Lee County,7.534866872
21131,KY,Leslie County,10.42751439
21133,KY,Letcher County,13.67290459
21135,KY,Lewis County,11.28961268
21137,KY,Lincoln County,15.24278176
21139,KY,Livingston County,13.90482096
21141,KY,Logan County,16.56786108
21143,KY,Lyon County,16.30481056
21145,KY,McCracken County,27.93907563
21147,KY,McCreary County,9.134453782
21149,KY,McLean County,18.4222957
21151,KY,Madison County,34.17974709
21153,KY,Magoffin County,13.18938927
21155,KY,Marion County,12.72700097
21157,KY,Marshall County,21.0460124
21159,KY,Martin County,10.73301622
21161,KY,Mason County,21.06630899
21163,KY,Meade County,18.41565259
21165,KY,Menifee County,10.86519115
21167,KY,Mercer County,22.45154005
21169,KY,Metcalfe County,13.09358512
21171,KY,Monroe County,14.87179487
21173,KY,Montgomery County,20.82345666
21175,KY,Morgan County,17.58295222
21177,KY,Muhlenberg County,12.97149373
21179,KY,Nelson County,22.83209335
21181,KY,Nicholas County,9.461285963
21183,KY,Ohio County,14.17826952
21185,KY,Oldham County,45.6266789
21187,KY,Owen County,17.27595837
21189,KY,Owsley County,11.4064603
21191,KY,Pendleton County,16.5550522
21193,KY,Perry County,14.23813915
21195,KY,Pike County,16.01031982
21197,KY,Powell County,17.31704558
21199,KY,Pulaski County,17.91311847
21201,KY,Robertson County,13.54029062
21203,KY,Rockcastle County,13.69410127
21205,KY,Rowan County,27.02198258
21207,KY,Russell County,15.80420699
21209,KY,Scott County,33.2457122
21211,KY,Shelby County,31.04469654
21213,KY,Simpson County,16.75263512
21215,KY,Spencer County,22.1043578
21217,KY,Taylor County,21.97527999
21219,KY,Todd County,15.9376947
21221,KY,Trigg County,20.30341838
21223,KY,Trimble County,14.69367425
21225,KY,Union County,11.79345516
21227,KY,Warren County,33.35939258
21229,KY,Washington County,18.88823182
21231,KY,Wayne County,13.72131031
21233,KY,Webster County,12.59743237
21235,KY,Whitley County,19.81140237
21237,KY,Wolfe County,7.393428064
21239,KY,Woodford County,41.71197101
22000,LA,Louisiana,26.55069329
22001,LA,Acadia Parish,13.42635495
22003,LA,Allen Parish,11.62384635
22005,LA,Ascension Parish,28.47335419
22007,LA,Assumption Parish,13.65210895
22009,LA,Avoyelles Parish,10.92310585
22011,LA,Beauregard Parish,17.83293868
22013,LA,Bienville Parish,13.50689809
22015,LA,Bossier Parish,27.31905628
22017,LA,Caddo Parish,25.2887996
22019,LA,Calcasieu Parish,24.70529816
22021,LA,Caldwell Parish,10.72409308
22023,LA,Cameron Parish,15.04840941
22025,LA,Catahoula Parish,16.59657069
22027,LA,Claiborne Parish,10.99361532
22029,LA,Concordia Parish,17.37395129
22031,LA,De Soto Parish,14.89361702
22033,LA,East Baton Rouge Parish,38.23044339
22035,LA,East Carroll Parish,10.95058626
22037,LA,East Feliciana Parish,17.0343052
22039,LA,Evangeline Parish,12.57066844
22041,LA,Franklin Parish,16.19756116
22043,LA,Grant Parish,12.77028746
22045,LA,Iberia Parish,14.65431909
22047,LA,Iberville Parish,16.64307286
22049,LA,Jackson Parish,13.3553563
22051,LA,Jefferson Parish,29.94595164
22053,LA,Jefferson Davis Parish,14.99533147
22055,LA,Lafayette Parish,34.85704637
22057,LA,Lafourche Parish,20.44385075
22059,LA,La Salle Parish,17.35150925
22061,LA,Lincoln Parish,35.95092954
22063,LA,Livingston Parish,20.28000332
22065,LA,Madison Parish,12.79546171
22067,LA,Morehouse Parish,12.69230769
22069,LA,Natchitoches Parish,25.61355932
22071,LA,Orleans Parish,41.95147978
22073,LA,Ouachita Parish,27.54424991
22075,LA,Plaquemines Parish,19.84708093
22077,LA,Pointe Coupee Parish,15.50554017
22079,LA,Rapides Parish,22.41916475
22081,LA,Red River Parish,11.17274168
22083,LA,Richland Parish,18.10632461
22085,LA,Sabine Parish,14.4716844
22087,LA,St. Bernard Parish,17.19071811
22089,LA,St. Charles Parish,27.21446881
22091,LA,St. Helena Parish,11.74979995
22093,LA,St. James Parish,20.19466474
22095,LA,St. John the Baptist Parish,18.7166358
22097,LA,St. Landry Parish,14.32986215
22099,LA,St. Martin Parish,15.34325301
22101,LA,St. Mary Parish,13.12156791
22103,LA,St. Tammany Parish,36.56543699
22105,LA,Tangipahoa Parish,22.22837073
22107,LA,Tensas Parish,13.14147018
22109,LA,Terrebonne Parish,17.73819178
22111,LA,Union Parish,15.96361186
22113,LA,Vermilion Parish,16.84449011
22115,LA,Vernon Parish,19.08836652
22117,LA,Washington Parish,12.71044314
22119,LA,Webster Parish,12.79868936
22121,LA,West Baton Rouge Parish,23.05792777
22123,LA,West Carroll Parish,14.12412561
22125,LA,West Feliciana Parish,22.56322332
22127,LA,Winn Parish,16.10265963
23000,ME,Maine,35.34452062
23001,ME,Androscoggin County,23.44035934
23003,ME,Aroostook County,22.37381986
23005,ME,Cumberland County,52.16354177
23007,ME,Franklin County,29.90207347
23009,ME,Hancock County,39.17598092
23011,ME,Kennebec County,30.89320731
23013,ME,Knox County,39.10289062
23015,ME,Lincoln County,40.03759398
23017,ME,Oxford County,22.49882469
23019,ME,Penobscot County,30.47624203
23021,ME,Piscataquis County,21.80696931
23023,ME,Sagadahoc County,41.11319486
23025,ME,Somerset County,20.31048885
23027,ME,Waldo County,34.81874624
23029,ME,Washington County,24.91054106
23031,ME,York County,34.57061989
24000,MD,Maryland,42.73636595
24001,MD,Allegany County,21.12367521
24003,MD,Anne Arundel County,45.2402944
24005,MD,Baltimore County,41.42213879
24009,MD,Calvert County,35.26277586
24011,MD,Caroline County,17.57313015
24013,MD,Carroll County,39.74110885
24015,MD,Cecil County,26.90086556
24017,MD,Charles County,31.63794311
24019,MD,Dorchester County,18.8040745
24021,MD,Frederick County,44.88263401
24023,MD,Garrett County,24.63950135
24025,MD,Harford County,39.48278397
24027,MD,Howard County,64.47539159
24029,MD,Kent County,37.92163054
24031,MD,Montgomery County,60.28579691
24033,MD,Prince George's County,36.07875395
24035,MD,Queen Anne's County,37.22942541
24037,MD,St. Mary's County,35.1002175
24039,MD,Somerset County,17.12824131
24041,MD,Talbot County,41.32585058
24043,MD,Washington County,23.5213395
24045,MD,Wicomico County,29.13661434
24047,MD,Worcester County,32.6735117
24510,MD,Baltimore city,35.42740539
25000,MA,Massachusetts,46.62498003
25001,MA,Barnstable County,47.40566556
25003,MA,Berkshire County,38.26007957
25005,MA,Bristol County,30.63198461
25007,MA,Dukes County,49.02784747
25009,MA,Essex County,42.31410411
25011,MA,Franklin County,40.30131827
25013,MA,Hampden County,28.92509019
25015,MA,Hampshire County,51.12008961
25017,MA,Middlesex County,58.98671735
25019,MA,Nantucket County,58.38277512
25021,MA,Norfolk County,57.64559746
25023,MA,Plymouth County,41.2099349
25025,MA,Suffolk County,49.89227678
25027,MA,Worcester County,39.02564537
26000,MI,Michigan,31.76346245
26001,MI,Alcona County,20.64758329
26003,MI,Alger County,20.25446037
26005,MI,Allegan County,26.06627671
26007,MI,Alpena County,17.73752722
26009,MI,Antrim County,34.3385054
26011,MI,Arenac County,15.80246914
26013,MI,Baraga County,16.11656738
26015,MI,Barry County,24.25631347
26017,MI,Bay County,21.40309789
26019,MI,Benzie County,34.34227514
26021,MI,Berrien County,30.24921253
26023,MI,Branch County,16.89605157
26025,MI,Calhoun County,22.20404781
26027,MI,Cass County,21.56201069
26029,MI,Charlevoix County,33.86769481
26031,MI,Cheboygan County,22.94712598
26033,MI,Chippewa County,21.85324259
26035,MI,Clare County,12.9885408
26037,MI,Clinton County,34.23528567
26039,MI,Crawford County,20.20033389
26041,MI,Delta County,20.0176205
26043,MI,Dickinson County,24.32036038
26045,MI,Eaton County,30.40608353
26047,MI,Emmet County,40.24294053
26049,MI,Genesee County,22.83822921
26051,MI,Gladwin County,15.44617638
26053,MI,Gogebic County,21.90790648
26055,MI,Grand Traverse County,40.26393172
26057,MI,Gratiot County,19.01941543
26059,MI,Hillsdale County,20.63033612
26061,MI,Houghton County,36.59758283
26063,MI,Huron County,17.62038437
26065,MI,Ingham County,41.25294427
26067,MI,Ionia County,18.02236964
26069,MI,Iosco County,17.5787221
26071,MI,Iron County,20.58041648
26073,MI,Isabella County,30.80400209
26075,MI,Jackson County,22.98902742
26077,MI,Kalamazoo County,40.84325522
26079,MI,Kalkaska County,18.24089467
26081,MI,Kent County,39.63175637
26083,MI,Keweenaw County,43.55655599
26085,MI,Lake County,12.49220536
26087,MI,Lapeer County,19.80432849
26089,MI,Leelanau County,49.89339019
26091,MI,Lenawee County,22.27321115
26093,MI,Livingston County,39.20047477
26095,MI,Luce County,19.31374563
26097,MI,Mackinac County,23.46486108
26099,MI,Macomb County,27.16925613
26101,MI,Manistee County,23.38918192
26103,MI,Marquette County,35.83194563
26105,MI,Mason County,25.03151113
26107,MI,Mecosta County,22.72218073
26109,MI,Menominee County,17.99189451
26111,MI,Midland County,36.34928631
26113,MI,Missaukee County,17.95038558
26115,MI,Monroe County,23.40928438
26117,MI,Montcalm County,14.88656854
26119,MI,Montmorency County,16.02477781
26121,MI,Muskegon County,21.44569184
26123,MI,Newaygo County,18.40585399
26125,MI,Oakland County,50.20817878
26127,MI,Oceana County,20.97810065
26129,MI,Ogemaw County,15.87614446
26131,MI,Ontonagon County,16.6837677
26133,MI,Osceola County,16.35351001
26135,MI,Oscoda County,14.84638893
26137,MI,Otsego County,25.84662443
26139,MI,Ottawa County,37.52117507
26141,MI,Presque Isle County,20.15585915
26143,MI,Roscommon County,20.32004197
26145,MI,Saginaw County,23.44664008
26147,MI,St. Clair County,20.32574026
26149,MI,St. Joseph County,17.12554532
26151,MI,Sanilac County,15.9833385
26153,MI,Schoolcraft County,20.65584311
26155,MI,Shiawassee County,19.48941598
26157,MI,Tuscola County,15.53171642
26159,MI,Van Buren County,22.88280744
26161,MI,Washtenaw County,58.13050563
26163,MI,Wayne County,26.8874402
26165,MI,Wexford County,21.17661933
27000,MN,Minnesota,38.82845553
27001,MN,Aitkin County,18.95367412
27003,MN,Anoka County,31.66066446
27005,MN,Becker County,27.53765553
27007,MN,Beltrami County,32.28932341
27009,MN,Benton County,24.49749655
27011,MN,Big Stone County,21.33655395
27013,MN,Blue Earth County,34.48529232
27015,MN,Brown County,24.19309412
27017,MN,Carlton County,25.49786904
27019,MN,Carver County,50.47798498
27021,MN,Cass County,25.43848023
27023,MN,Chippewa County,19.63991527
27025,MN,Chisago County,23.98879746
27027,MN,Clay County,39.04636289
27029,MN,Clearwater County,18.27054795
27031,MN,Cook County,45.63713457
27033,MN,Cottonwood County,22.87632326
27035,MN,Crow Wing County,28.57640097
27037,MN,Dakota County,44.60812476
27039,MN,Dodge County,29.74593206
27041,MN,Douglas County,29.03626428
27043,MN,Faribault County,21.56051277
27045,MN,Fillmore County,23.72546347
27047,MN,Freeborn County,18.08806753
27049,MN,Goodhue County,27.89786783
27051,MN,Grant County,19.05202312
27053,MN,Hennepin County,53.32582538
27055,MN,Houston County,27.99256506
27057,MN,Hubbard County,30.45704533
27059,MN,Isanti County,19.60421168
27061,MN,Itasca County,25.14602185
27063,MN,Jackson County,24.90523656
27065,MN,Kanabec County,15.7776627
27067,MN,Kandiyohi County,27.09762444
27069,MN,Kittson County,27.99325464
27071,MN,Koochiching County,20.33130867
27073,MN,Lac qui Parle County,22.09830648
27075,MN,Lake County,25.77545311
27077,MN,Lake of the Woods County,21.41350211
27079,MN,Le Sueur County,25.39273502
27081,MN,Lincoln County,24.40385591
27083,MN,Lyon County,28.64901147
27085,MN,McLeod County,19.5923913
27087,MN,Mahnomen County,14.28571429
27089,MN,Marshall County,18.87301587
27091,MN,Martin County,23.78920418
27093,MN,Meeker County,20.36402169
27095,MN,Mille Lacs County,17.55492596
27097,MN,Morrison County,18.98967861
27099,MN,Mower County,23.46781181
27101,MN,Murray County,23.9145417
27103,MN,Nicollet County,35.68060498
27105,MN,Nobles County,17.70613492
27107,MN,Norman County,20.89018117
27109,MN,Olmsted County,48.5244778
27111,MN,Otter Tail County,27.36937187
27113,MN,Pennington County,19.33547252
27115,MN,Pine County,16.34972277
27117,MN,Pipestone County,21.57238734
27119,MN,Polk County,28.10008645
27121,MN,Pope County,23.84998179
27123,MN,Ramsey County,45.51693125
27125,MN,Red Lake County,17.62773723
27127,MN,Redwood County,20.79226868
27129,MN,Renville County,18.39159466
27131,MN,Rice County,29.69895167
27133,MN,Rock County,26.32864997
27135,MN,Roseau County,20.48923865
27137,MN,St. Louis County,32.50076018
27139,MN,Scott County,43.07746057
27141,MN,Sherburne County,28.12523923
27143,MN,Sibley County,18.56842508
27145,MN,Stearns County,28.58807319
27147,MN,Steele County,29.68203435
27149,MN,Stevens County,30.77319588
27151,MN,Swift County,22.95714074
27153,MN,Todd County,15.15753619
27155,MN,Traverse County,17.45755333
27157,MN,Wabasha County,26.56532988
27159,MN,Wadena County,17.49234182
27161,MN,Waseca County,20.92422285
27163,MN,Washington County,48.87828034
27165,MN,Watonwan County,18.18911328
27167,MN,Wilkin County,21.525764
27169,MN,Winona County,32.05793758
27171,MN,Wright County,34.00871964
27173,MN,Yellow Medicine County,18.98120073
28000,MS,Mississippi,24.15862981
28001,MS,Adams County,19.30420234
28003,MS,Alcorn County,18.43561473
28005,MS,Amite County,7.985460954
28007,MS,Attala County,15.76742198
28009,MS,Benton County,12.11174416
28011,MS,Bolivar County,26.55135791
28013,MS,Calhoun County,13.07516589
28015,MS,Carroll County,18.49269143
28017,MS,Chickasaw County,12.39858907
28019,MS,Choctaw County,18.58237548
28021,MS,Claiborne County,20.56545314
28023,MS,Clarke County,15.10958395
28025,MS,Clay County,18.20902575
28027,MS,Coahoma County,18.97314617
28029,MS,Copiah County,20.32665907
28031,MS,Covington County,15.91169256
28033,MS,DeSoto County,28.31594156
28035,MS,Forrest County,29.46227032
28037,MS,Franklin County,18.06524609
28039,MS,George County,17.14250478
28041,MS,Greene County,11.91627999
28043,MS,Grenada County,23.66202974
28045,MS,Hancock County,24.59035788
28047,MS,Harrison County,25.47183188
28049,MS,Hinds County,31.0589703
28051,MS,Holmes County,13.72309428
28053,MS,Humphreys County,19.41105769
28055,MS,Issaquena County,4.402515723
28057,MS,Itawamba County,14.76746341
28059,MS,Jackson County,24.8988584
28061,MS,Jasper County,12.99651879
28063,MS,Jefferson County,19.93334722
28065,MS,Jefferson Davis County,13.54401806
28067,MS,Jones County,20.02514573
28069,MS,Kemper County,17.75997329
28071,MS,Lafayette County,44.27905851
28073,MS,Lamar County,33.23823435
28075,MS,Lauderdale County,21.69817079
28077,MS,Lawrence County,12.69416858
28079,MS,Leake County,17.74669665
28081,MS,Lee County,28.74909617
28083,MS,Leflore County,19.98835178
28085,MS,Lincoln County,18.40723454
28087,MS,Lowndes County,26.55555556
28089,MS,Madison County,48.85064453
28091,MS,Marion County,12.47838789
28093,MS,Marshall County,14.53281329
28095,MS,Monroe County,16.39655609
28097,MS,Montgomery County,20.59919511
28099,MS,Neshoba County,16.34484634
28101,MS,Newton County,17.53061075
28103,MS,Noxubee County,11.14569438
28105,MS,Oktibbeha County,45.75930144
28107,MS,Panola County,15.49462561
28109,MS,Pearl River County,15.95862104
28111,MS,Perry County,11.38821733
28113,MS,Pike County,15.87689681
28115,MS,Pontotoc County,17.71309165
28117,MS,Prentiss County,18.55750722
28119,MS,Quitman County,15.24090462
28121,MS,Rankin County,32.78667672
28123,MS,Scott County,12.08240851
28125,MS,Sharkey County,15.44448996
28127,MS,Simpson County,16.50165017
28129,MS,Smith County,14.04264043
28131,MS,Stone County,14.58589838
28133,MS,Sunflower County,16.90238411
28135,MS,Tallahatchie County,11.91907514
28137,MS,Tate County,20.91981647
28139,MS,Tippah County,16.36325445
28141,MS,Tishomingo County,16.3815642
28143,MS,Tunica County,16.05924447
28145,MS,Union County,17.08894879
28147,MS,Walthall County,13.1612628
28149,MS,Warren County,26.47187532
28151,MS,Washington County,20.53457051
28153,MS,Wayne County,16.70725002
28155,MS,Webster County,20.09435353
28157,MS,Wilkinson County,11.58536585
28159,MS,Winston County,18.56247939
28161,MS,Yalobusha County,12.3272403
28163,MS,Yazoo County,13.25243237
29000,MO,Missouri,31.8968984
29001,MO,Adair County,35.04846066
29003,MO,Andrew County,26.92247332
29005,MO,Atchison County,22.04497908
29007,MO,Audrain County,16.12020267
29009,MO,Barry County,13.38080039
29011,MO,Barton County,17.95604123
29013,MO,Bates County,15.2721729
29015,MO,Benton County,15.18954418
29017,MO,Bollinger County,14.17406279
